MSISDN;USAGE_EVENT_DATE_TIME;USAGE_EVENT_CITY_ID;USAGE_EVENT_TYPE_ID;USAGE_EVENT_TRACKING_QUANTITY;USAGE_EVENT_TRACKING_UNIT;USAGE_EVENT_BILLING_QUANTITY;USAGE_EVENT_BILLING_UNIT;USAGE_EVENT_REVENUE
+27792348065;18 07 2025 19:15;9;7;232;seconds;4;minutes;2,44
+27790681902;18 07 2025 18:23;28;6;195;SMSs;195;SMSs;103,35
+27757073185;17 07 2025 04:13;12;8;287;seconds;287;seconds;51,66
+27720125760;16 07 2025 12:42;11;7;16;seconds;1;minutes;0,81
+27707848987;18 07 2025 13:14;21;3;138;seconds;3;minutes;2,88
+27716126226;14 07 2025 13:41;26;5;76;seconds;76;seconds;2,28
+27720029924;16 07 2025 08:35;33;5;121;seconds;121;seconds;4,84
+27720125760;14 07 2025 04:29;11;1;76;MBs;76;MBs;15,2
+27746205845;17 07 2025 00:37;30;1;180;MBs;180;MBs;16,2
+27732960859;17 07 2025 09:30;35;6;73;SMSs;73;SMSs;40,88
+27796664125;15 07 2025 23:06;11;5;32;seconds;32;seconds;0,96
+27790892604;16 07 2025 16:10;5;8;148;seconds;148;seconds;16,28
+27776745900;18 07 2025 03:35;19;5;275;seconds;275;seconds;8,25
+27761935085;18 07 2025 14:13;16;3;87;seconds;2;minutes;1,88
+27726147995;18 07 2025 14:50;19;1;136;MBs;136;MBs;16,32
+27731726871;16 07 2025 23:52;33;6;233;SMSs;233;SMSs;132,81
+27757073185;15 07 2025 00:34;12;2;180;MBs;180;MBs;68,4
+27733195138;18 07 2025 19:12;20;1;138;MBs;138;MBs;17,94
+27729817295;16 07 2025 02:41;10;5;55;seconds;55;seconds;1,65
+27729448431;16 07 2025 03:07;14;1;65;MBs;65;MBs;7,15
+27786740905;19 07 2025 00:07;35;5;131;seconds;131;seconds;3,93
+27723131974;15 07 2025 02:59;8;6;167;SMSs;167;SMSs;106,88
+27779234888;19 07 2025 14:12;20;4;168;seconds;3;minutes;2,34
+27734512854;19 07 2025 10:11;15;8;55;seconds;55;seconds;6,6
+27799933613;18 07 2025 14:57;8;4;142;seconds;3;minutes;2,16
+27751166645;19 07 2025 11:23;34;3;230;seconds;4;minutes;5,6
+27719961318;16 07 2025 23:17;10;8;176;seconds;176;seconds;28,16
+27790892604;15 07 2025 19:29;4;9;230;SMSs;230;SMSs;172,5
+27749895634;18 07 2025 15:07;11;5;49;seconds;49;seconds;2,45
+27787961134;17 07 2025 18:53;33;1;244;MBs;244;MBs;36,6
+27749951541;16 07 2025 11:51;8;5;244;seconds;244;seconds;9,76
+27765030894;17 07 2025 07:43;10;4;241;seconds;5;minutes;3,65
+27772909252;15 07 2025 04:45;11;7;31;seconds;1;minutes;0,68
+27777008770;17 07 2025 07:08;5;6;6;SMSs;6;SMSs;3,42
+27759277187;16 07 2025 18:23;8;5;277;seconds;277;seconds;5,54
+27769031933;15 07 2025 14:04;11;5;150;seconds;150;seconds;6
+27770945460;19 07 2025 00:26;21;5;168;seconds;168;seconds;6,72
+27774160565;18 07 2025 07:18;27;5;242;seconds;242;seconds;7,26
+27739590700;15 07 2025 01:36;10;8;139;seconds;139;seconds;18,07
+27724778385;17 07 2025 09:08;30;5;226;seconds;226;seconds;6,78
+27721340588;18 07 2025 19:14;19;1;225;MBs;225;MBs;40,5
+27781311807;19 07 2025 09:37;11;7;234;seconds;4;minutes;3,88
+27766307074;18 07 2025 20:09;20;5;149;seconds;149;seconds;4,47
+27787356407;19 07 2025 09:45;28;1;59;MBs;59;MBs;10,62
+27712113164;18 07 2025 08:26;10;5;62;seconds;62;seconds;3,72
+27729820192;17 07 2025 19:03;19;1;9;MBs;9;MBs;1,26
+27754088048;18 07 2025 15:16;31;1;173;MBs;173;MBs;15,57
+27756114668;18 07 2025 03:53;2;5;180;seconds;180;seconds;5,4
+27790250774;18 07 2025 20:04;3;2;262;MBs;262;MBs;60,26
+27753131305;18 07 2025 02:37;20;5;35;seconds;35;seconds;1,05
+27786671547;15 07 2025 21:43;33;1;189;MBs;189;MBs;26,46
+27716126226;17 07 2025 20:20;23;5;294;seconds;294;seconds;8,82
+27733128243;19 07 2025 02:56;17;5;279;seconds;279;seconds;8,37
+27739126870;17 07 2025 17:41;18;1;123;MBs;123;MBs;24,6
+27775448067;14 07 2025 12:03;33;1;293;MBs;293;MBs;26,37
+27703678152;18 07 2025 07:40;9;1;118;MBs;118;MBs;18,88
+27786674547;15 07 2025 07:37;10;8;299;seconds;299;seconds;44,85
+27728781369;14 07 2025 04:25;33;4;57;seconds;1;minutes;0,88
+27710361466;15 07 2025 23:33;1;2;196;MBs;196;MBs;50,96
+27750711986;14 07 2025 01:44;13;4;229;seconds;4;minutes;3,04
+27770950073;17 07 2025 20:17;11;5;20;seconds;20;seconds;0,8
+27779961344;19 07 2025 01:41;12;1;284;MBs;284;MBs;34,08
+27741797104;19 07 2025 16:33;19;5;81;seconds;81;seconds;4,05
+27714247268;18 07 2025 21:23;34;5;272;seconds;272;seconds;10,88
+27766307074;17 07 2025 21:34;13;1;298;MBs;298;MBs;26,82
+27776010419;17 07 2025 12:51;11;3;137;seconds;3;minutes;2,88
+27745495609;16 07 2025 23:55;31;2;62;MBs;62;MBs;17,36
+27712305098;14 07 2025 21:18;4;1;25;MBs;25;MBs;3,25
+27758901102;17 07 2025 18:37;11;5;221;seconds;221;seconds;8,84
+27727400477;15 07 2025 04:22;28;5;212;seconds;212;seconds;10,6
+27780348072;16 07 2025 12:13;33;5;134;seconds;134;seconds;5,36
+27777008770;18 07 2025 04:18;10;1;119;MBs;119;MBs;19,04
+27759568476;18 07 2025 05:36;28;4;67;seconds;2;minutes;1,8
+27745858892;15 07 2025 10:07;10;1;137;MBs;137;MBs;17,81
+27711688823;16 07 2025 10:18;29;5;269;seconds;269;seconds;10,76
+27761389488;18 07 2025 05:43;33;1;114;MBs;114;MBs;22,8
+27704465602;19 07 2025 17:12;18;5;271;seconds;271;seconds;10,84
+27739126870;18 07 2025 03:11;5;1;67;MBs;67;MBs;10,72
+27709654582;15 07 2025 19:25;15;9;276;SMSs;276;SMSs;176,64
+27770945460;19 07 2025 23:23;19;1;149;MBs;149;MBs;23,84
+27728744137;18 07 2025 20:33;33;1;240;MBs;240;MBs;40,8
+27783581201;16 07 2025 23:55;19;1;48;MBs;48;MBs;8,16
+27715983327;14 07 2025 03:21;14;4;96;seconds;2;minutes;1,56
+27740348711;16 07 2025 01:52;21;1;46;MBs;46;MBs;8,28
+27735515302;18 07 2025 02:00;11;3;7;seconds;1;minutes;0,64
+27732577687;16 07 2025 03:17;27;3;139;seconds;3;minutes;3,63
+27796205527;15 07 2025 09:44;11;8;299;seconds;299;seconds;35,88
+27768138021;15 07 2025 04:12;11;3;103;seconds;2;minutes;1,54
+27732577687;18 07 2025 21:24;27;5;255;seconds;255;seconds;15,3
+27740678513;15 07 2025 01:24;26;2;52;MBs;52;MBs;13
+27795825108;15 07 2025 20:18;33;5;122;seconds;122;seconds;3,66
+27770950073;15 07 2025 17:16;8;5;89;seconds;89;seconds;4,45
+27765030894;15 07 2025 13:35;10;5;8;seconds;8;seconds;0,24
+27740715738;18 07 2025 09:38;29;8;233;seconds;233;seconds;39,61
+27727400477;18 07 2025 13:12;14;5;106;seconds;106;seconds;5,3
+27727400477;17 07 2025 00:24;14;9;96;SMSs;96;SMSs;60,48
+27705723746;15 07 2025 21:17;14;1;83;MBs;83;MBs;12,45
+27706327368;14 07 2025 16:08;16;3;70;seconds;2;minutes;1,86
+27739163904;19 07 2025 09:42;19;5;89;seconds;89;seconds;5,34
+27735045002;16 07 2025 12:26;18;1;266;MBs;266;MBs;45,22
+27779545098;17 07 2025 17:35;15;5;211;seconds;211;seconds;6,33
+27748419705;18 07 2025 15:55;33;1;232;MBs;232;MBs;41,76
+27776745900;16 07 2025 21:46;22;8;24;seconds;24;seconds;2,88
+27761465695;18 07 2025 23:43;33;5;72;seconds;72;seconds;3,6
+27770570082;17 07 2025 21:40;8;8;26;seconds;26;seconds;2,86
+27706347171;19 07 2025 20:13;25;5;217;seconds;217;seconds;8,68
+27734011187;17 07 2025 16:09;10;1;103;MBs;103;MBs;9,27
+27731726871;14 07 2025 07:29;33;5;245;seconds;245;seconds;4,9
+27733128243;19 07 2025 03:37;17;8;148;seconds;148;seconds;19,24
+27720593040;18 07 2025 05:00;11;5;65;seconds;65;seconds;2,6
+27788451269;18 07 2025 17:02;8;8;253;seconds;253;seconds;30,36
+27753131305;15 07 2025 05:52;20;1;18;MBs;18;MBs;2,7
+27787961134;16 07 2025 22:37;33;5;275;seconds;275;seconds;13,75
+27738452446;18 07 2025 21:50;14;5;53;seconds;53;seconds;1,59
+27705989494;17 07 2025 09:44;14;5;276;seconds;276;seconds;13,8
+27775448067;16 07 2025 18:05;33;5;255;seconds;255;seconds;7,65
+27764031374;15 07 2025 02:05;10;5;48;seconds;48;seconds;2,88
+27718983643;18 07 2025 09:52;10;2;238;MBs;238;MBs;88,06
+27719729993;14 07 2025 12:39;11;5;74;seconds;74;seconds;2,22
+27741797104;17 07 2025 02:59;19;2;70;MBs;70;MBs;23,8
+27768138021;14 07 2025 19:33;11;4;173;seconds;3;minutes;1,68
+27771440865;18 07 2025 02:21;17;3;154;seconds;3;minutes;1,86
+27718448667;18 07 2025 10:47;22;8;64;seconds;64;seconds;6,4
+27789810620;16 07 2025 06:43;9;8;199;seconds;199;seconds;35,82
+27706347171;15 07 2025 08:37;16;5;105;seconds;105;seconds;4,2
+27770945460;17 07 2025 12:07;22;1;169;MBs;169;MBs;18,59
+27706374564;18 07 2025 19:27;29;1;23;MBs;23;MBs;2,07
+27707033903;16 07 2025 06:50;28;5;8;seconds;8;seconds;0,16
+27711312486;19 07 2025 13:51;2;2;117;MBs;117;MBs;45,63
+27787356407;18 07 2025 08:36;18;1;291;MBs;291;MBs;23,28
+27706327368;17 07 2025 19:24;14;1;17;MBs;17;MBs;2,21
+27780348072;17 07 2025 16:06;33;8;175;seconds;175;seconds;17,5
+27720029924;15 07 2025 21:49;33;5;103;seconds;103;seconds;3,09
+27743282991;18 07 2025 03:41;11;7;230;seconds;4;minutes;2,52
+27711688823;19 07 2025 17:03;29;9;88;SMSs;88;SMSs;61,6
+27796509072;16 07 2025 19:45;4;5;249;seconds;249;seconds;7,47
+27725463719;15 07 2025 14:58;19;4;163;seconds;3;minutes;2,28
+27739126870;18 07 2025 03:32;18;3;243;seconds;5;minutes;5,75
+27791653270;17 07 2025 13:07;23;5;259;seconds;259;seconds;5,18
+27701422836;16 07 2025 03:07;11;4;184;seconds;4;minutes;3,64
+27738031248;18 07 2025 16:08;11;2;280;MBs;280;MBs;67,2
+27756114668;14 07 2025 12:06;1;1;271;MBs;271;MBs;29,81
+27709050860;18 07 2025 07:01;3;3;198;seconds;4;minutes;3,6
+27755709632;18 07 2025 05:45;17;5;106;seconds;106;seconds;3,18
+27750711986;18 07 2025 22:55;11;4;292;seconds;5;minutes;4
+27734011187;15 07 2025 02:59;13;8;31;seconds;31;seconds;4,96
+27776010419;19 07 2025 01:03;11;8;4;seconds;4;seconds;0,48
+27797256727;19 07 2025 16:37;19;5;132;seconds;132;seconds;5,28
+27728781369;14 07 2025 11:07;33;5;252;seconds;252;seconds;7,56
+27760905385;15 07 2025 00:14;22;6;224;SMSs;224;SMSs;114,24
+27758744686;16 07 2025 16:00;33;1;202;MBs;202;MBs;28,28
+27780470523;15 07 2025 18:17;19;1;60;MBs;60;MBs;6,6
+27753445274;16 07 2025 16:54;10;1;131;MBs;131;MBs;24,89
+27709050860;19 07 2025 18:51;1;1;270;MBs;270;MBs;35,1
+27750818959;14 07 2025 22:21;33;3;179;seconds;3;minutes;3,18
+27747009358;17 07 2025 12:40;35;8;283;seconds;283;seconds;50,94
+27770953276;15 07 2025 22:15;18;3;229;seconds;4;minutes;4,28
+27732183258;16 07 2025 03:06;8;8;208;seconds;208;seconds;31,2
+27796205527;14 07 2025 23:45;11;2;238;MBs;238;MBs;69,02
+27786740905;15 07 2025 04:59;14;5;157;seconds;157;seconds;7,85
+27734810654;16 07 2025 23:59;11;5;194;seconds;194;seconds;7,76
+27770953276;18 07 2025 01:40;18;2;165;MBs;165;MBs;46,2
+27753154430;16 07 2025 11:38;16;2;89;MBs;89;MBs;34,71
+27795728959;14 07 2025 06:21;11;1;18;MBs;18;MBs;2,52
+27798844055;18 07 2025 08:38;10;3;199;seconds;4;minutes;3,44
+27759568476;14 07 2025 15:28;17;1;16;MBs;16;MBs;2,08
+27709138730;17 07 2025 07:16;11;1;280;MBs;280;MBs;56
+27743417384;19 07 2025 18:44;35;5;245;seconds;245;seconds;7,35
+27748057905;16 07 2025 02:44;18;1;115;MBs;115;MBs;17,25
+27767768686;15 07 2025 05:06;8;5;248;seconds;248;seconds;12,4
+27730210420;15 07 2025 01:14;11;5;26;seconds;26;seconds;1,3
+27790892604;19 07 2025 13:11;4;1;47;MBs;47;MBs;6,11
+27725463719;14 07 2025 01:08;19;1;119;MBs;119;MBs;16,66
+27720029924;14 07 2025 05:31;33;8;18;seconds;18;seconds;3,24
+27790328958;15 07 2025 03:14;11;1;250;MBs;250;MBs;25
+27775640687;14 07 2025 12:55;2;9;126;SMSs;126;SMSs;99,54
+27790781178;14 07 2025 15:50;19;5;156;seconds;156;seconds;7,8
+27750688826;18 07 2025 03:58;16;8;266;seconds;266;seconds;29,26
+27734719249;15 07 2025 23:19;1;1;54;MBs;54;MBs;10,26
+27790681902;18 07 2025 03:41;11;5;253;seconds;253;seconds;7,59
+27733128243;14 07 2025 03:10;17;5;204;seconds;204;seconds;8,16
+27781102199;18 07 2025 17:13;11;1;105;MBs;105;MBs;21
+27709188166;16 07 2025 11:14;4;5;35;seconds;35;seconds;2,1
+27743282991;14 07 2025 14:05;11;7;187;seconds;4;minutes;4,6
+27714271871;17 07 2025 16:20;31;1;80;MBs;80;MBs;12,8
+27708030287;17 07 2025 09:19;19;5;240;seconds;240;seconds;12
+27789810620;14 07 2025 16:14;9;1;166;MBs;166;MBs;21,58
+27777937454;18 07 2025 00:47;19;1;47;MBs;47;MBs;5,17
+27767578966;16 07 2025 15:48;11;4;237;seconds;4;minutes;2,6
+27734810654;17 07 2025 14:41;11;5;56;seconds;56;seconds;3,36
+27798290960;17 07 2025 16:37;11;5;227;seconds;227;seconds;6,81
+27747753873;17 07 2025 15:21;6;8;235;seconds;235;seconds;28,2
+27706908401;19 07 2025 08:37;15;4;110;seconds;2;minutes;1,92
+27792624290;17 07 2025 07:49;5;5;222;seconds;222;seconds;11,1
+27702983213;17 07 2025 00:08;11;4;106;seconds;2;minutes;1,4
+27799698904;17 07 2025 04:59;14;5;134;seconds;134;seconds;4,02
+27732183258;17 07 2025 12:48;11;1;272;MBs;272;MBs;40,8
+27781311807;19 07 2025 06:45;11;5;10;seconds;10;seconds;0,5
+27788255410;18 07 2025 18:30;23;6;188;SMSs;188;SMSs;127,84
+27768158896;18 07 2025 03:21;33;1;77;MBs;77;MBs;7,7
+27786740905;16 07 2025 18:10;35;5;36;seconds;36;seconds;0,72
+27709798813;18 07 2025 02:36;4;5;242;seconds;242;seconds;12,1
+27727246392;18 07 2025 18:40;9;1;242;MBs;242;MBs;31,46
+27781238778;18 07 2025 19:44;4;1;152;MBs;152;MBs;18,24
+27767240786;17 07 2025 16:28;33;1;207;MBs;207;MBs;18,63
+27765054595;19 07 2025 14:49;10;5;149;seconds;149;seconds;7,45
+27722330476;14 07 2025 22:07;11;1;295;MBs;295;MBs;23,6
+27732960859;16 07 2025 17:02;33;9;179;SMSs;179;SMSs;112,77
+27769640012;17 07 2025 12:54;1;5;185;seconds;185;seconds;9,25
+27721340588;16 07 2025 13:12;19;6;16;SMSs;16;SMSs;8
+27774230241;14 07 2025 22:18;9;8;41;seconds;41;seconds;7,79
+27713173581;15 07 2025 07:15;10;4;210;seconds;4;minutes;3,48
+27704465602;16 07 2025 03:58;14;5;2;seconds;2;seconds;0,06
+27723131974;18 07 2025 12:50;9;3;155;seconds;3;minutes;4,35
+27714005115;19 07 2025 21:30;25;1;171;MBs;171;MBs;23,94
+27782940238;19 07 2025 07:55;11;7;77;seconds;2;minutes;2,36
+27761598472;15 07 2025 02:44;35;7;226;seconds;4;minutes;3,84
+27709050860;14 07 2025 13:42;2;4;108;seconds;2;minutes;1,2
+27758159426;19 07 2025 23:52;18;1;224;MBs;224;MBs;42,56
+27759568476;17 07 2025 05:06;17;5;143;seconds;143;seconds;4,29
+27787961134;15 07 2025 22:45;33;5;105;seconds;105;seconds;5,25
+27733195138;16 07 2025 13:21;20;1;40;MBs;40;MBs;3,6
+27768741126;17 07 2025 20:16;28;8;19;seconds;19;seconds;2,28
+27718448667;17 07 2025 22:26;19;1;179;MBs;179;MBs;25,06
+27788451269;14 07 2025 07:46;10;8;250;seconds;250;seconds;30
+27770945460;14 07 2025 05:27;19;5;126;seconds;126;seconds;3,78
+27746545449;15 07 2025 04:23;14;8;116;seconds;116;seconds;16,24
+27724545371;14 07 2025 04:34;3;1;300;MBs;300;MBs;39
+27709367729;16 07 2025 10:56;11;1;174;MBs;174;MBs;33,06
+27709798813;18 07 2025 09:41;4;1;105;MBs;105;MBs;9,45
+27740678513;14 07 2025 15:03;11;8;76;seconds;76;seconds;14,44
+27707033903;16 07 2025 12:16;8;8;147;seconds;147;seconds;22,05
+27729817935;16 07 2025 09:15;33;5;273;seconds;273;seconds;10,92
+27754907568;14 07 2025 05:50;17;1;166;MBs;166;MBs;21,58
+27724778385;14 07 2025 21:19;11;5;189;seconds;189;seconds;5,67
+27720714523;17 07 2025 17:04;33;4;65;seconds;2;minutes;1,62
+27750383551;14 07 2025 04:30;33;1;174;MBs;174;MBs;13,92
+27770953276;14 07 2025 18:08;18;8;248;seconds;248;seconds;39,68
+27700594567;16 07 2025 19:53;10;5;98;seconds;98;seconds;2,94
+27719961318;19 07 2025 14:48;7;1;130;MBs;130;MBs;14,3
+27736988792;14 07 2025 15:13;12;3;32;seconds;1;minutes;0,85
+27777782468;19 07 2025 05:10;10;1;180;MBs;180;MBs;27
+27780470523;19 07 2025 04:43;21;1;282;MBs;282;MBs;45,12
+27700536653;15 07 2025 10:07;16;1;176;MBs;176;MBs;24,64
+27714247268;16 07 2025 20:13;34;1;3;MBs;3;MBs;0,48
+27735515302;16 07 2025 12:56;30;5;261;seconds;261;seconds;10,44
+27711513959;18 07 2025 09:42;18;4;165;seconds;3;minutes;1,74
+27733128243;14 07 2025 11:19;17;5;155;seconds;155;seconds;3,1
+27796004479;14 07 2025 00:46;26;1;48;MBs;48;MBs;3,84
+27749758825;16 07 2025 23:26;13;8;177;seconds;177;seconds;24,78
+27767843485;18 07 2025 08:05;28;1;35;MBs;35;MBs;4,2
+27724778385;14 07 2025 17:42;11;5;30;seconds;30;seconds;1,5
+27723131974;18 07 2025 15:25;15;8;39;seconds;39;seconds;4,68
+27775448067;17 07 2025 09:34;33;1;95;MBs;95;MBs;16,15
+27778478997;14 07 2025 00:26;10;1;230;MBs;230;MBs;32,2
+27730008139;16 07 2025 20:39;1;8;236;seconds;236;seconds;33,04
+27780470523;14 07 2025 08:30;21;5;107;seconds;107;seconds;6,42
+27741562035;18 07 2025 06:09;25;1;93;MBs;93;MBs;15,81
+27770953276;17 07 2025 23:21;20;5;42;seconds;42;seconds;1,68
+27729603611;18 07 2025 06:54;33;8;97;seconds;97;seconds;15,52
+27760905385;17 07 2025 18:35;19;5;168;seconds;168;seconds;3,36
+27771920365;15 07 2025 19:10;3;7;129;seconds;3;minutes;3,33
+27788255410;19 07 2025 19:05;13;2;207;MBs;207;MBs;82,8
+27706833765;14 07 2025 07:20;27;5;42;seconds;42;seconds;1,26
+27739126870;15 07 2025 11:30;18;1;61;MBs;61;MBs;10,37
+27761164231;19 07 2025 09:44;26;1;249;MBs;249;MBs;42,33
+27703678152;15 07 2025 17:40;8;1;250;MBs;250;MBs;30
+27725138892;14 07 2025 23:26;22;4;17;seconds;1;minutes;0,83
+27787961134;17 07 2025 14:16;33;5;251;seconds;251;seconds;12,55
+27724778385;15 07 2025 03:27;20;9;200;SMSs;200;SMSs;154
+27785690836;16 07 2025 17:24;10;5;247;seconds;247;seconds;4,94
+27736988792;15 07 2025 21:30;18;1;137;MBs;137;MBs;21,92
+27770570082;19 07 2025 22:29;10;1;95;MBs;95;MBs;17,1
+27728781369;18 07 2025 17:41;33;5;237;seconds;237;seconds;9,48
+27724778385;14 07 2025 09:13;11;8;288;seconds;288;seconds;46,08
+27779545098;18 07 2025 07:00;33;1;50;MBs;50;MBs;9,5
+27753079529;15 07 2025 08:06;23;8;124;seconds;124;seconds;12,4
+27729820192;17 07 2025 23:50;19;4;287;seconds;5;minutes;4,2
+27720029924;18 07 2025 19:22;33;5;175;seconds;175;seconds;7
+27741797104;19 07 2025 11:49;21;5;176;seconds;176;seconds;7,04
+27738452446;18 07 2025 08:17;29;3;207;seconds;4;minutes;2,72
+27780348072;19 07 2025 08:18;33;4;191;seconds;4;minutes;2,68
+27771440865;18 07 2025 14:36;17;1;275;MBs;275;MBs;41,25
+27716808757;16 07 2025 00:47;12;5;78;seconds;78;seconds;1,56
+27790328958;17 07 2025 20:17;11;3;95;seconds;2;minutes;1,78
+27712305098;17 07 2025 18:10;7;1;200;MBs;200;MBs;22
+27776874455;18 07 2025 11:40;14;1;223;MBs;223;MBs;24,53
+27792273093;19 07 2025 11:25;15;9;188;SMSs;188;SMSs;118,44
+27700498064;15 07 2025 10:59;33;8;121;seconds;121;seconds;18,15
+27744146237;15 07 2025 18:12;19;5;253;seconds;253;seconds;5,06
+27732301840;14 07 2025 22:53;7;1;176;MBs;176;MBs;28,16
+27790732780;19 07 2025 22:05;14;4;48;seconds;1;minutes;0,62
+27709188166;17 07 2025 14:14;1;4;124;seconds;3;minutes;2,58
+27760905385;19 07 2025 16:05;19;1;18;MBs;18;MBs;1,62
+27799933613;18 07 2025 16:47;8;4;278;seconds;5;minutes;2,7
+27721345908;19 07 2025 10:27;33;5;122;seconds;122;seconds;4,88
+27701302724;16 07 2025 11:01;11;5;127;seconds;127;seconds;7,62
+27796004479;14 07 2025 08:17;26;5;46;seconds;46;seconds;2,3
+27795825108;18 07 2025 03:04;33;5;299;seconds;299;seconds;8,97
+27787961134;16 07 2025 10:37;33;8;185;seconds;185;seconds;27,75
+27732577687;16 07 2025 10:09;27;5;203;seconds;203;seconds;6,09
+27700408017;19 07 2025 23:46;2;5;144;seconds;144;seconds;4,32
+27709654582;14 07 2025 06:01;31;8;270;seconds;270;seconds;40,5
+27714185136;17 07 2025 07:20;33;3;244;seconds;5;minutes;5,25
+27767632849;15 07 2025 20:30;22;6;13;SMSs;13;SMSs;6,76
+27795885602;16 07 2025 10:15;6;1;288;MBs;288;MBs;43,2
+27769652162;14 07 2025 07:52;33;1;35;MBs;35;MBs;4,55
+27704753382;19 07 2025 06:26;2;1;1;MBs;1;MBs;0,13
+27757311186;17 07 2025 01:23;33;8;240;seconds;240;seconds;45,6
+27724545371;18 07 2025 22:59;2;8;169;seconds;169;seconds;20,28
+27717601695;15 07 2025 12:17;14;4;300;seconds;5;minutes;2,65
+27755830723;14 07 2025 13:45;7;8;286;seconds;286;seconds;45,76
+27730210420;17 07 2025 00:21;14;5;52;seconds;52;seconds;1,56
+27708162164;19 07 2025 17:35;2;4;283;seconds;5;minutes;3,5
+27756114668;16 07 2025 04:03;1;5;129;seconds;129;seconds;6,45
+27768158896;15 07 2025 22:30;33;8;53;seconds;53;seconds;8,48
+27730210420;19 07 2025 20:02;11;8;263;seconds;263;seconds;49,97
+27798418621;19 07 2025 03:49;11;8;160;seconds;160;seconds;32
+27743941564;18 07 2025 19:49;19;1;265;MBs;265;MBs;23,85
+27780470523;19 07 2025 05:47;19;2;109;MBs;109;MBs;27,25
+27705989494;19 07 2025 18:23;16;8;154;seconds;154;seconds;23,1
+27722747624;15 07 2025 03:59;10;2;8;MBs;8;MBs;2,96
+27759434978;18 07 2025 00:43;17;7;121;seconds;3;minutes;2,67
+27760905385;17 07 2025 03:52;19;5;154;seconds;154;seconds;4,62
+27771440865;19 07 2025 03:01;17;1;289;MBs;289;MBs;28,9
+27746205845;14 07 2025 02:04;9;1;153;MBs;153;MBs;18,36
+27728547628;19 07 2025 14:08;16;1;187;MBs;187;MBs;18,7
+27702970958;19 07 2025 09:50;18;4;177;seconds;3;minutes;2,4
+27780470523;16 07 2025 03:35;19;9;6;SMSs;6;SMSs;4,8
+27739493210;19 07 2025 05:21;33;7;54;seconds;1;minutes;1,05
+27784301965;14 07 2025 07:22;15;1;6;MBs;6;MBs;0,54
+27774230241;16 07 2025 12:13;18;1;53;MBs;53;MBs;10,07
+27790892604;15 07 2025 14:46;4;5;42;seconds;42;seconds;0,84
+27700498064;15 07 2025 21:49;35;5;83;seconds;83;seconds;4,98
+27706374564;14 07 2025 03:46;18;1;285;MBs;285;MBs;57
+27746721111;15 07 2025 21:35;16;3;254;seconds;5;minutes;6,85
+27771477596;18 07 2025 23:17;18;1;184;MBs;184;MBs;16,56
+27758901102;19 07 2025 09:41;14;1;212;MBs;212;MBs;23,32
+27770953276;19 07 2025 11:02;17;1;227;MBs;227;MBs;22,7
+27795885602;17 07 2025 20:45;27;5;118;seconds;118;seconds;3,54
+27771177580;14 07 2025 11:24;33;1;282;MBs;282;MBs;45,12
+27737674304;16 07 2025 05:01;29;8;104;seconds;104;seconds;16,64
+27739493210;17 07 2025 09:53;33;4;118;seconds;2;minutes;1
+27740678513;14 07 2025 18:44;12;8;229;seconds;229;seconds;22,9
+27775270396;17 07 2025 06:08;14;5;38;seconds;38;seconds;1,14
+27790900159;17 07 2025 23:59;35;8;96;seconds;96;seconds;14,4
+27724493478;17 07 2025 13:31;11;5;147;seconds;147;seconds;4,41
+27729733969;18 07 2025 19:14;23;8;40;seconds;40;seconds;4,4
+27722747624;18 07 2025 09:59;10;7;86;seconds;2;minutes;1,94
+27799314934;14 07 2025 08:36;18;1;70;MBs;70;MBs;7,7
+27759277187;16 07 2025 18:26;30;5;71;seconds;71;seconds;4,26
+27782686315;17 07 2025 03:31;23;5;219;seconds;219;seconds;10,95
+27700536653;18 07 2025 01:41;15;5;285;seconds;285;seconds;8,55
+27797256727;19 07 2025 20:44;21;1;292;MBs;292;MBs;35,04
+27730008139;19 07 2025 16:03;1;5;233;seconds;233;seconds;11,65
+27792273093;16 07 2025 15:20;15;8;9;seconds;9;seconds;1,44
+27777008770;17 07 2025 22:40;10;5;294;seconds;294;seconds;5,88
+27702126483;18 07 2025 10:12;35;8;23;seconds;23;seconds;4,37
+27775448067;16 07 2025 05:54;35;6;98;SMSs;98;SMSs;49
+27706327368;17 07 2025 21:20;8;1;34;MBs;34;MBs;4,42
+27734719249;15 07 2025 18:53;1;5;87;seconds;87;seconds;2,61
+27702983213;17 07 2025 11:48;11;6;143;SMSs;143;SMSs;75,79
+27710361466;18 07 2025 11:51;1;1;8;MBs;8;MBs;1,04
+27707578628;14 07 2025 14:06;20;5;7;seconds;7;seconds;0,28
+27705295490;16 07 2025 07:20;33;1;44;MBs;44;MBs;5,28
+27735045002;17 07 2025 02:47;18;5;263;seconds;263;seconds;13,15
+27705752990;14 07 2025 16:10;21;3;178;seconds;3;minutes;3,6
+27728744137;18 07 2025 14:45;33;1;240;MBs;240;MBs;43,2
+27724493478;14 07 2025 20:03;11;1;163;MBs;163;MBs;30,97
+27705723746;19 07 2025 11:51;15;5;203;seconds;203;seconds;12,18
+27711572067;17 07 2025 12:17;7;1;264;MBs;264;MBs;26,4
+27788255410;17 07 2025 09:54;8;4;51;seconds;1;minutes;0,55
+27702970958;17 07 2025 12:03;13;2;277;MBs;277;MBs;105,26
